first_page_exposure,polarity,subjectivity,polarity_sign,polarity_magnitude,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob,is_helpful,actual_helpfulness
64,0.9884,0.584254386,1,0.9884,11.62,23.28,1,1,0,1,1,1,1,0,1,1,1,0.6220118751478868,0,0
15,0.9735,0.784848485,1,0.9735,8.22,5.83,0,0,1,0,1,0,0,1,0,0,1,0.3192942889202011,1,1
4,0.9686,0.475990676,1,0.9686,7.43,6.63,1,0,0,1,1,1,1,1,1,1,1,0.44292428711669884,1,3
33,0.9501,0.457142857,1,0.9501,15.32,5.86,1,1,0,0,1,1,0,0,1,1,1,0.44310887944229654,0,0
44,0.9592,0.579761905,1,0.9592,6.15,13.1,1,0,0,0,1,1,0,0,1,1,1,0.49879411013102065,0,0
42,0.4646,0.427525253,1,0.4646,10.68,18.89,1,0,0,1,1,1,1,1,1,1,1,0.6088307915110789,0,0
119,0.8809,0.561111111,1,0.8809,9.51,8.33,1,0,0,0,1,1,1,0,1,1,1,0.4949539053248296,1,4
40,0.9982,0.54757026,1,0.9982,10.12,32.49,1,1,1,1,1,1,0,1,1,1,1,0.7012487545279703,1,3
6,-0.7906,0.425,0,0.7906,6.2,2.97,0,0,0,1,1,0,0,0,1,1,1,0.42698028727364545,0,0
8,0.9769,0.628214286,1,0.9769,8.4,9.48,1,1,0,1,1,1,1,1,0,1,1,0.4619573476898532,0,0
10,0.9874,0.51952603,1,0.9874,7.61,14.59,1,1,0,1,1,1,0,1,1,1,1,0.5198998175887177,0,0
50,0.6997,0.505808081,1,0.6997,11.13,5.79,1,1,0,1,1,0,0,1,0,0,1,0.4001993169658273,0,0
113,0.83,0.406666667,1,0.83,7.07,9.09,1,0,1,0,1,1,0,1,0,1,1,0.5033660806211544,0,0
173,0.9924,0.615955556,1,0.9924,7.81,9.48,1,0,1,1,1,1,1,1,1,0,1,0.5013296710196266,1,1
1,0.9747,0.568198758,1,0.9747,8.39,10.91,1,0,0,1,1,0,0,1,0,1,1,0.4302375143430863,0,0
77,0.4919,0.553054045,1,0.4919,7.37,11.85,1,0,1,0,1,1,1,1,0,1,1,0.5323683638394305,1,30
478,0.9299,0.393589744,1,0.9299,9.05,6.89,1,0,0,1,1,1,1,1,0,0,1,0.6018868072912027,1,6
500,0.9545,0.4775,1,0.9545,7.0,10.49,0,0,0,1,1,0,0,0,1,0,1,0.5483951410407777,1,1
8,-0.8528,0.506751974,0,0.8528,8.78,12.44,1,1,0,0,1,0,1,1,1,1,1,0.6066886489897386,0,0
15,0.9825,0.486248647,1,0.9825,9.07,17.76,1,0,1,1,1,1,1,1,1,1,1,0.5582188015235058,1,1
56,0.3947,0.5,1,0.3947,7.03,1.9,1,0,0,0,0,0,0,0,0,0,1,0.3355426929156145,0,0
41,0.8402,0.429320988,1,0.8402,7.5,5.44,1,0,0,1,1,1,1,0,1,0,1,0.41761772621655757,0,0
83,-0.1531,0.465,0,0.1531,8.82,14.97,1,0,0,0,1,0,1,1,0,1,1,0.6129726557395405,0,0
8,0.9865,0.612698413,1,0.9865,5.88,10.4,1,1,1,1,1,0,1,0,1,1,1,0.42462521964903316,0,0
45,0.9648,0.9375,1,0.9648,6.53,1.69,1,0,0,0,1,1,0,0,0,0,0,0.2809262713420456,0,0
78,0.98,0.596428571,1,0.98,9.48,15.2,1,1,1,0,1,1,0,1,0,1,1,0.5437080020098611,0,0
8,0.9384,0.508428571,1,0.9384,6.99,15.06,1,1,0,1,1,1,1,0,1,1,1,0.520154700894602,0,0
51,0.9896,0.593823653,1,0.9896,14.02,11.52,1,0,1,1,1,0,0,0,1,1,1,0.44515557313316073,1,1
11,0.9784,0.574218107,1,0.9784,8.91,15.54,1,1,0,1,1,1,1,1,1,1,1,0.5385270852178485,0,0
23,0.3391,0.416145833,1,0.3391,6.76,12.52,1,1,0,0,1,0,0,1,1,0,1,0.49106056096301753,0,0
7,0.9118,0.572619048,1,0.9118,8.11,2.73,1,0,0,0,1,0,0,0,1,0,0,0.2817311927660976,0,0
23,0.9884,0.598870574,1,0.9884,7.19,7.48,1,0,1,1,1,1,1,0,1,1,1,0.4283822674317668,0,0
274,0.9843,0.639928571,1,0.9843,9.72,12.31,1,0,1,1,1,1,0,1,1,0,1,0.5583458752545548,1,18
5,0.9738,0.412121212,1,0.9738,10.89,8.18,1,0,0,0,1,1,0,0,1,1,1,0.44875064678243337,1,2
350,0.9641,0.669387755,1,0.9641,7.2,3.17,1,0,1,0,1,1,0,0,1,0,1,0.4796973438904346,0,0
27,0.9493,0.64375,1,0.9493,6.52,5.51,1,0,1,1,1,1,1,0,1,1,1,0.40760590324530555,0,0
6,0.9313,0.585490196,1,0.9313,6.97,9.52,1,0,1,0,1,1,1,0,0,1,1,0.44626323294000886,1,2
160,0.9287,0.447619048,1,0.9287,11.25,12.1,1,1,0,0,1,1,0,1,0,0,1,0.5418196295907188,1,2
5,0.9932,0.511785915,1,0.9932,7.32,17.97,1,0,0,1,1,1,1,1,1,1,1,0.5577927782994169,1,1
4,0.9974,0.511168732,1,0.9974,8.08,51.33,1,1,1,1,1,1,1,1,1,1,1,0.8362657372056971,1,1
83,0.9702,0.483333333,1,0.9702,9.34,4.54,1,0,0,1,1,1,0,1,1,0,1,0.42285538587996957,0,0
54,0.6745,0.602777778,1,0.6745,11.22,9.27,1,0,0,0,0,0,1,1,1,0,1,0.4275865480156761,0,0
60,0.9733,0.704640523,1,0.9733,7.49,14.29,1,0,1,1,1,0,0,0,1,1,1,0.4637179811438199,1,2
32,0.8316,0.875,1,0.8316,11.31,1.13,0,0,0,0,1,0,0,0,1,0,1,0.28263263082921447,0,0
44,0.9918,0.550297619,1,0.9918,5.89,8.23,1,0,1,1,1,0,1,0,1,1,1,0.413899447484347,1,1
596,0.9876,0.481477273,1,0.9876,8.0,10.21,1,1,1,0,1,1,0,0,1,1,1,0.6744854204940984,1,1
41,0.9062,0.515,1,0.9062,8.35,4.32,0,1,0,0,1,0,0,0,1,1,1,0.3517844546618323,1,1
32,0.995,0.60617284,1,0.995,9.16,21.11,1,0,1,1,1,1,0,0,1,1,1,0.5640899307738366,1,3
12,0.9452,0.441666667,1,0.9452,7.37,4.42,0,0,0,0,1,1,0,1,1,0,1,0.36726309843370014,0,0
14,0.9657,0.59,1,0.9657,9.62,5.21,1,0,1,0,1,1,0,0,1,1,1,0.4039724444251005,0,0
150,0.9948,0.539162946,1,0.9948,7.04,16.85,1,0,1,1,1,1,1,1,1,1,1,0.591983333800312,0,0
11,0.9825,0.490692641,1,0.9825,10.36,14.48,1,1,1,1,1,1,1,0,1,1,1,0.5131648837719393,0,0
21,0.9371,0.631190476,1,0.9371,8.24,2.78,0,0,0,0,1,0,0,1,0,0,1,0.30831037339466766,0,0
53,0.8807,0.559090909,1,0.8807,7.43,2.32,1,0,0,0,1,0,0,1,1,1,1,0.38147877956770715,1,1
23,0.9881,0.743209877,1,0.9881,9.12,4.95,1,0,1,0,1,0,0,0,1,0,1,0.34555545170951035,0,0
31,0.9516,0.781666667,1,0.9516,6.87,4.7,0,0,1,0,1,1,0,0,0,0,1,0.3278935306463682,0,0
49,0.8316,0.666666667,1,0.8316,8.0,1.19,1,0,0,0,1,0,0,0,0,0,1,0.3252808307406944,1,1
224,0.9635,0.591764706,1,0.9635,7.71,6.96,1,0,1,1,1,0,1,1,0,1,1,0.47502292999033885,0,0
6,0.9895,0.469363316,1,0.9895,5.94,22.92,1,0,1,1,1,1,0,1,1,1,1,0.5951242080507769,1,1
16,0.9136,0.625555556,1,0.9136,4.91,3.14,1,0,1,0,1,1,0,0,0,0,1,0.35397606438925244,1,2
26,-0.7281,0.671111111,0,0.7281,9.29,15.7,1,0,0,0,1,1,1,0,1,1,1,0.6384050938762336,1,8
24,0.9393,0.623979592,1,0.9393,6.28,3.1,1,0,0,0,1,1,0,0,0,1,0,0.32119446275139235,0,0
5,0.9843,0.778571429,1,0.9843,6.87,2.45,1,0,0,1,1,1,0,0,1,0,0,0.28350074875986825,0,0
16,0.9669,0.49718643,1,0.9669,7.03,29.31,1,0,0,1,1,1,1,0,1,1,1,0.6601351053713104,0,0
267,0.9765,0.585698925,1,0.9765,7.33,20.51,1,0,1,1,1,0,1,1,1,1,1,0.6366852903959631,0,0
47,0.9896,0.498470819,1,0.9896,13.8,20.2,1,1,1,1,1,1,1,1,1,1,1,0.6038389793390938,1,9
2,0.6597,0.646666667,1,0.6597,6.87,1.76,0,0,0,0,0,1,0,0,0,1,1,0.30822584336438247,0,0
26,0.9657,0.583079564,1,0.9657,10.71,14.26,1,0,0,1,1,1,0,1,1,0,1,0.497366857284857,1,8
5,0.1058,0.517063492,1,0.1058,6.49,4.5,1,0,0,0,1,0,0,1,0,0,1,0.3901422108150833,0,0
32,0.926,0.459387104,1,0.926,9.57,10.58,1,0,0,1,1,1,0,0,0,1,1,0.4643820313943958,0,0
24,0.9493,0.507142857,1,0.9493,10.46,6.89,1,0,1,1,1,1,0,0,0,1,1,0.4153657299517664,0,0
29,0.91,0.492435897,1,0.91,6.67,6.9,0,0,0,1,1,1,0,0,1,0,1,0.3715261533401201,1,1
29,0.986,0.47454844,1,0.986,7.72,15.23,1,1,1,1,1,1,1,0,1,1,1,0.5259586657791021,0,0
581,0.9818,0.445160256,1,0.9818,7.58,19.02,1,0,0,1,1,0,1,0,1,1,1,0.7229123684138485,1,1
32,0.9921,0.54466714,1,0.9921,8.5,36.84,1,1,0,1,1,1,1,1,1,1,1,0.7465299845112393,0,0
17,0.9652,0.6375,1,0.9652,8.24,2.63,1,0,1,0,1,0,0,0,1,0,1,0.32831355618252456,0,0
7,0.7003,0.642,1,0.7003,7.27,3.01,1,0,0,0,1,1,0,0,0,0,1,0.3628687333956516,0,0
33,0.9837,0.72025641,1,0.9837,11.83,8.67,0,0,0,1,1,0,0,1,1,1,1,0.38073220174637473,0,0
27,0.9747,0.436309524,1,0.9747,8.87,13.29,1,1,1,1,1,1,0,1,1,0,1,0.4961631416235519,0,0
7,0.9952,0.679409479,1,0.9952,7.32,9.8,1,0,1,1,1,0,0,1,1,1,1,0.4149357237918234,0,0
79,0.9767,0.700253968,1,0.9767,11.58,15.09,1,1,0,1,1,1,0,0,1,1,1,0.5265424679114837,1,3
39,0.9423,0.694027778,1,0.9423,7.67,5.02,1,0,1,1,1,1,0,1,1,0,1,0.39257654325752117,0,0
58,0.9074,0.544679487,1,0.9074,9.56,15.26,1,0,0,1,1,1,0,1,1,1,1,0.5421705131089759,1,1
255,0.9124,0.665277778,1,0.9124,7.25,5.33,1,0,0,0,1,1,0,1,0,0,1,0.4824490354814868,0,0
22,0.9937,0.517814408,1,0.9937,10.09,23.77,1,1,1,1,1,1,1,1,1,0,1,0.6075274477786363,1,4
11,0.9907,0.490298952,1,0.9907,9.77,29.76,1,1,0,1,1,1,1,0,1,0,1,0.6529939570699814,1,1
8,0.9866,0.588392857,1,0.9866,8.08,11.06,1,0,0,1,1,1,1,1,1,0,1,0.46393281584084134,0,0
104,0.8979,0.572878788,1,0.8979,9.67,7.92,1,0,0,0,1,1,0,1,0,1,1,0.4815659474540804,1,2
73,0.8807,0.640977011,1,0.8807,9.69,17.25,1,0,1,0,1,0,0,1,1,1,1,0.5342651434404729,1,4
122,0.8153,0.274859944,1,0.8153,8.95,11.33,1,0,0,1,1,0,1,0,1,1,1,0.5080050749860822,0,0
6,0.9769,0.506481481,1,0.9769,9.91,13.38,1,0,0,1,1,1,0,1,1,1,1,0.5036165168412272,0,0
188,0.9682,0.833333333,1,0.9682,5.91,2.26,1,0,0,0,1,0,0,1,1,0,1,0.38823106685779424,0,0
145,0.7506,0.85,1,0.7506,8.04,0.79,0,0,0,0,1,1,0,0,0,0,1,0.3373945479230208,0,0
104,0.5267,0.427777778,1,0.5267,7.98,2.23,0,0,0,0,1,0,0,0,1,0,1,0.3489086840302226,1,1
125,0.9606,0.585185185,1,0.9606,8.33,8.12,1,0,0,1,1,1,0,0,1,1,1,0.47023951458620455,1,1
45,-0.7351,0.443138641,0,0.7351,9.51,17.36,1,0,0,1,1,1,1,0,1,1,1,0.6674561109866896,0,0
22,0.926,0.63,1,0.926,5.08,1.69,0,0,0,1,1,1,0,0,0,1,1,0.3192559784043261,1,2
86,-0.4404,0.659375,0,0.4404,7.03,3.44,1,1,0,0,1,1,0,1,0,0,1,0.5043810697221774,1,2
39,0.8271,0.63625,1,0.8271,8.67,1.06,1,0,0,0,1,0,0,0,1,1,0,0.29220062080281295,0,0
27,0.9623,0.493406593,1,0.9623,11.24,5.92,1,1,1,0,1,0,0,0,1,1,1,0.398243939317109,0,0
29,0.9477,0.5975,1,0.9477,5.48,5.71,1,0,1,0,1,0,0,1,0,1,1,0.38734626127899213,1,2
239,0.9245,0.64375,1,0.9245,8.1,5.57,1,0,0,1,1,0,0,0,1,0,1,0.43225604675194146,0,0
66,0.0,0.38,1,0.0,7.8,4.33,0,0,0,0,0,0,1,0,0,0,1,0.3560339646145486,1,1
31,0.9761,0.464102564,1,0.9761,8.39,8.68,1,0,1,1,1,1,0,0,1,1,1,0.44404315305147535,1,2
9,0.9894,0.579032738,1,0.9894,7.72,9.03,1,0,0,1,1,0,1,0,1,1,1,0.41424233747843636,0,0
57,-0.1531,0.683333333,0,0.1531,11.27,3.06,1,0,0,0,1,0,0,1,0,0,0,0.37794412713595343,0,0
8,0.976,0.571679198,1,0.976,9.62,12.16,1,0,0,1,1,1,0,1,1,1,1,0.4869132975886772,0,0
112,0.8979,0.566222222,1,0.8979,6.47,4.74,1,0,0,1,1,1,1,0,0,1,1,0.4345221674091629,0,0
154,0.9858,0.624358974,1,0.9858,9.93,5.3,1,0,1,0,1,0,0,1,1,1,1,0.4373048547446511,0,0
25,0.9733,0.486428571,1,0.9733,8.04,9.33,1,0,1,0,1,1,0,1,1,1,1,0.47145051660062826,1,2
20,0.936,0.641666667,1,0.936,10.78,9.02,1,0,1,1,1,1,0,0,0,1,1,0.42749020267687915,1,2
56,0.9337,0.635114638,1,0.9337,10.11,19.24,1,0,0,1,1,1,1,0,1,1,1,0.5701550368591948,1,1
47,0.9287,0.530833333,1,0.9287,7.72,6.24,1,0,1,0,1,1,0,0,1,1,1,0.4297671849835637,0,0
12,0.9894,0.565836941,1,0.9894,8.86,17.67,1,0,1,1,1,1,0,0,1,1,1,0.5237012299573391,1,1
70,0.9584,0.454325397,1,0.9584,9.97,5.67,1,0,0,1,1,1,0,0,1,1,1,0.4351851400401716,1,2
8,0.8957,0.454440267,1,0.8957,9.32,12.5,1,0,0,1,1,0,0,1,1,1,1,0.4688688663705882,0,0
22,0.891,0.677777778,1,0.891,6.64,1.92,1,0,0,0,1,0,0,0,1,1,1,0.34329771607893067,1,1
6,0.9892,0.540384615,1,0.9892,6.08,5.91,1,1,0,0,1,1,0,0,1,1,1,0.4175596904845511,1,1
10,-0.128,0.585119048,0,0.128,6.66,9.15,1,0,0,0,1,1,0,0,0,1,1,0.5208385806268276,1,1
16,0.9894,0.548950617,1,0.9894,9.64,14.4,1,1,1,1,1,1,1,0,0,1,1,0.5010841275604138,0,0
207,0.9795,0.449410774,1,0.9795,10.25,26.37,1,1,0,1,1,1,0,0,1,1,1,0.6964892529750346,1,1
33,0.9452,0.793333333,1,0.9452,11.45,3.86,1,0,1,0,1,1,0,0,1,0,1,0.36875292589695535,1,1
8,0.979,0.487596154,1,0.979,7.7,8.95,0,0,1,1,1,0,0,0,0,1,1,0.3583218702195178,0,0
31,0.6486,0.570833333,1,0.6486,7.45,3.85,1,0,0,0,1,1,0,0,1,1,1,0.4119310560125654,0,0
21,0.9612,0.625,1,0.9612,7.71,4.54,1,0,0,1,1,0,0,0,1,1,1,0.3620687593307898,0,0
35,0.7413,0.571296296,1,0.7413,10.24,5.35,0,0,0,1,1,1,0,0,1,1,1,0.3805180304121943,1,2
84,0.836,0.440145503,1,0.836,6.1,5.17,1,0,1,0,1,1,0,0,0,0,1,0.4137472003392477,0,0
4,0.9847,0.633888889,1,0.9847,8.41,6.16,1,0,0,0,1,1,1,0,1,1,1,0.4201966873174224,1,1
88,0.9136,0.497772066,1,0.9136,7.68,16.42,1,0,1,1,1,1,1,1,1,1,1,0.5715458605463302,0,0
19,0.9549,0.470995671,1,0.9549,12.18,10.05,1,0,0,0,1,0,0,0,1,1,1,0.43927398668704065,1,6
27,0.936,0.358823529,1,0.936,7.56,11.08,1,0,0,1,1,1,1,1,1,0,1,0.4881750688934279,1,1
10,0.9382,0.549659864,1,0.9382,9.85,3.61,0,0,1,1,1,1,0,0,1,1,1,0.34460408834116585,1,1
12,0.9584,0.703030303,1,0.9584,8.01,4.44,1,0,0,1,1,1,0,1,1,0,1,0.3812274862016676,0,0
18,0.9761,0.636534091,1,0.9761,11.65,9.49,1,0,0,1,1,1,1,0,1,1,1,0.45460349305039877,1,1
3,0.9803,0.520388889,1,0.9803,6.9,6.46,1,1,0,1,1,0,0,0,1,1,1,0.3852193946839418,0,0
11,0.9531,0.488510823,1,0.9531,11.01,6.65,1,1,1,0,1,0,0,1,1,1,1,0.41608349081340656,0,0
17,0.8813,0.61,1,0.8813,9.8,1.85,0,0,0,0,1,1,0,0,0,0,1,0.31685627959709856,0,0
27,0.8591,0.491666667,1,0.8591,11.27,6.3,1,0,1,0,1,1,1,0,0,0,1,0.41563055714700764,0,0
18,0.8658,0.58202381,1,0.8658,6.24,5.96,0,0,0,0,1,1,0,1,0,1,1,0.38734627434502417,0,0
102,0.9577,0.565798942,1,0.9577,10.94,15.54,1,0,0,1,1,0,0,0,0,1,1,0.5027609974238,1,6
279,0.3544,0.596388889,1,0.3544,6.16,4.7,1,0,0,0,1,1,0,0,1,0,1,0.5012954829693573,1,2
3,0.8225,0.437626263,1,0.8225,12.0,5.61,1,0,0,0,1,1,0,0,1,1,1,0.42662768882870195,1,1
48,0.9796,0.470546121,1,0.9796,11.23,12.97,1,1,0,1,1,1,1,0,1,1,1,0.518523682567366,0,0
17,0.9947,0.523185328,1,0.9947,11.9,22.75,1,0,0,1,1,0,1,0,1,1,1,0.5671614647367758,1,2
17,0.9973,0.523957759,1,0.9973,9.16,44.88,1,0,1,1,1,1,1,1,1,1,1,0.7954723271985902,0,0
326,0.9508,0.51672043,1,0.9508,8.98,18.3,1,1,0,1,1,1,0,1,1,1,1,0.6718599378132671,1,1
15,0.8957,0.707142857,1,0.8957,7.75,4.45,1,0,1,1,1,1,1,0,1,0,1,0.37383958525221983,0,0
9,0.8885,0.75,1,0.8885,6.34,1.56,1,0,0,0,1,1,0,0,1,0,0,0.2881494959433772,0,0
17,0.991,0.66547619,1,0.991,8.93,10.17,1,1,0,1,1,1,1,1,1,0,1,0.4592411574547677,1,2
98,0.9245,0.452083333,1,0.9245,8.39,23.49,1,0,0,0,1,0,1,0,1,1,1,0.6156933558870874,1,8
3,0.6486,0.566666667,1,0.6486,11.18,6.79,1,0,0,1,1,1,0,0,0,1,1,0.4194780958342496,0,0
23,0.9872,0.595299824,1,0.9872,12.66,18.92,1,0,1,1,1,1,1,1,1,1,1,0.5691740765953855,0,0
16,0.9427,0.684615385,1,0.9427,6.63,10.44,1,0,0,0,1,1,0,1,0,1,1,0.4628341720721755,0,0
73,0.8807,0.422222222,1,0.8807,8.54,12.68,1,1,1,0,0,1,1,0,0,1,1,0.49906887151151474,1,1
18,0.9981,0.526484848,1,0.9981,10.34,28.53,1,1,1,1,1,1,1,0,1,1,1,0.6543242064246029,1,3
9,0.9728,0.592857143,1,0.9728,9.74,8.61,1,0,1,1,1,1,0,0,1,0,1,0.40972076758929954,0,0
53,0.9897,0.540226995,1,0.9897,12.88,20.99,1,1,1,1,1,1,1,0,1,0,1,0.5762215571727413,1,4
140,0.9984,0.642745098,1,0.9984,5.74,27.28,1,0,1,1,1,1,1,1,1,1,1,0.6811706520888522,0,0
30,0.9425,0.686666667,1,0.9425,5.67,3.33,1,1,0,0,1,1,0,0,1,1,1,0.3918868283499331,0,0
3,0.9898,0.573076923,1,0.9898,9.23,12.9,1,0,1,1,1,1,1,1,1,1,1,0.497211652305419,0,0
14,0.9908,0.545797774,1,0.9908,8.85,35.39,1,0,0,1,1,1,1,0,1,1,1,0.7120916803565718,1,13
12,0.9169,0.484033613,1,0.9169,6.08,8.11,1,0,0,0,1,1,1,0,1,1,1,0.4534033097210286,0,0
4,0.9499,0.71125,1,0.9499,10.69,7.62,1,1,0,0,1,1,0,0,1,1,1,0.42894094367471425,0,0
4,0.9711,0.536018519,1,0.9711,9.27,6.08,1,0,1,0,1,0,0,0,1,0,1,0.36354333026745933,0,0
12,0.9885,0.541893939,1,0.9885,7.91,6.98,1,0,0,1,1,1,0,1,1,0,1,0.4159949642499764,0,0
46,0.9862,0.696875,1,0.9862,8.68,4.36,1,0,0,0,1,1,1,0,1,0,1,0.394933587070397,0,0
104,0.902,0.702777778,1,0.902,10.71,3.33,0,0,0,0,1,0,0,0,1,0,1,0.33213003602994584,1,2
5,0.9815,0.520324675,1,0.9815,7.64,7.01,0,1,1,1,1,1,0,0,1,1,1,0.3792863073271205,0,0
38,0.9633,0.557559524,1,0.9633,8.16,7.84,1,0,0,1,1,0,1,0,1,1,1,0.41545479857533535,0,0
141,0.7269,0.498484848,1,0.7269,8.0,7.74,1,0,0,0,1,1,0,0,1,1,1,0.49507559088744957,1,3
140,0.9426,0.561666667,1,0.9426,8.98,4.0,0,0,0,1,1,0,0,0,1,1,1,0.3658598044931093,0,0
50,0.9559,0.565,1,0.9559,5.84,5.86,1,1,1,0,1,0,1,0,1,1,1,0.40618908581578733,0,0
3,0.9906,0.654444444,1,0.9906,7.18,12.06,1,1,1,1,1,1,1,0,1,1,1,0.470247130927469,1,1
163,0.9864,0.498333333,1,0.9864,10.69,7.7,1,0,0,1,1,1,0,1,1,1,1,0.5036379469267761,1,1
29,0.8519,0.595,1,0.8519,5.77,8.67,1,0,1,0,0,0,1,0,1,1,1,0.3987309833071208,0,0
75,0.9698,0.560959596,1,0.9698,10.34,18.57,1,0,1,1,1,0,1,1,1,1,1,0.5533784105914412,1,1
82,0.8689,0.607727273,1,0.8689,6.08,5.95,0,0,0,1,1,0,0,0,1,1,1,0.36170574428674007,0,0
123,0.8956,0.446296296,1,0.8956,5.88,5.17,1,0,0,1,1,0,1,0,0,1,1,0.4187537535493273,1,1
28,0.91,0.586111111,1,0.91,5.78,7.61,1,0,0,1,1,1,0,0,0,1,1,0.42059947656861185,0,0
1021,-0.4275,0.438945578,0,0.4275,8.24,22.36,1,0,1,1,1,1,0,1,1,1,1,0.9082466615710154,1,7
94,0.9643,0.76,1,0.9643,3.46,2.2,0,0,0,1,1,0,0,0,1,0,1,0.29963148812910695,0,0
8,0.9796,0.681818182,1,0.9796,7.8,4.3,1,0,0,1,1,0,0,1,1,1,1,0.3662685854731179,1,2
59,0.7717,0.770909091,1,0.7717,6.29,4.27,1,1,1,0,1,1,0,0,0,1,1,0.4003105328746995,1,1
31,0.9325,0.656043956,1,0.9325,4.16,5.1,1,0,0,0,1,0,0,0,0,1,1,0.36694044267541037,1,1
190,0.9702,0.519270833,1,0.9702,6.6,8.61,1,1,0,1,1,1,1,0,0,0,1,0.49106600748470847,0,0
70,0.9538,0.627564103,1,0.9538,8.61,8.9,1,1,0,0,1,1,0,1,1,1,1,0.4861697884283949,1,10
120,0.9806,0.429785955,1,0.9806,10.71,18.24,1,1,0,0,1,1,1,0,1,1,1,0.6092597004984206,1,1
4,-0.3322,0.56954359,0,0.3322,10.15,14.31,1,0,0,0,1,1,1,1,0,1,1,0.6126897739687499,1,1
85,0.9797,0.628418803,1,0.9797,7.88,10.14,1,0,0,1,1,1,1,1,1,1,1,0.499121980023466,0,0
4,0.3182,0.601817043,1,0.3182,8.76,10.66,1,0,1,0,1,1,0,0,0,1,1,0.47072491703296987,0,0
64,0.9934,0.403201783,1,0.9934,9.85,61.86,1,1,1,1,1,1,1,1,1,1,1,0.9000042702364052,1,3
24,0.9909,0.563347339,1,0.9909,11.2,13.44,1,0,0,0,1,1,1,1,1,1,1,0.5267462981563706,1,1
44,0.9842,0.468431373,1,0.9842,7.05,6.13,1,0,1,1,1,1,0,1,1,0,1,0.4182274600007636,1,2
34,0.9118,0.472987013,1,0.9118,11.83,7.02,1,1,0,1,1,1,1,0,1,1,1,0.45429576087582657,0,0
14,0.9871,0.600441468,1,0.9871,13.04,15.35,1,0,0,1,1,1,1,1,1,0,1,0.5151229224376173,0,0
6,0.9593,0.628809524,1,0.9593,7.4,4.66,1,0,1,0,1,1,1,0,1,0,1,0.38314411607237614,0,0
33,0.25,0.382409812,1,0.25,6.57,8.8,1,0,0,1,1,0,1,1,1,1,1,0.4765093523084457,1,2
52,0.8225,0.4,1,0.8225,7.19,2.79,1,0,0,0,1,0,0,0,1,1,1,0.38240929336894547,1,1
44,0.9244,0.659539683,1,0.9244,7.81,7.93,0,0,0,0,1,0,0,0,1,0,1,0.3545822450744652,1,2
16,0.9738,0.507904217,1,0.9738,7.19,10.94,1,1,0,1,1,0,1,1,1,1,1,0.4630521784352187,0,0
21,0.9923,0.504351305,1,0.9923,10.3,18.39,1,1,1,1,1,1,0,1,1,1,1,0.5619518612573795,1,1
27,-0.2458,0.679545455,0,0.2458,9.66,5.96,1,0,0,1,1,0,1,1,1,1,1,0.4907619198431632,0,0
48,0.997,0.563573232,1,0.997,7.89,29.73,1,1,1,1,1,1,1,1,1,1,1,0.6853327095619026,0,0
7,0.9538,0.537792208,1,0.9538,6.05,5.96,1,0,0,1,1,0,0,1,1,1,1,0.39071150132369187,0,0
38,0.9788,0.517228164,1,0.9788,10.87,10.9,1,0,0,1,1,1,1,0,1,0,1,0.46503795286609073,1,1
132,0.9538,0.576825397,1,0.9538,6.51,11.25,1,1,0,1,1,1,0,1,0,1,1,0.5184759283454703,0,0
4,0.9001,0.4,1,0.9001,5.0,2.22,1,1,0,0,1,0,0,0,1,0,1,0.34351565808417617,0,0
37,0.946,0.41875,1,0.946,7.8,8.01,1,0,1,1,1,1,0,1,1,0,1,0.4404055195840068,1,2
34,0.9726,0.428421053,1,0.9726,10.32,12.66,1,0,0,1,1,1,1,0,0,1,1,0.498364816677544,1,10
7,-0.3415,0.464161546,0,0.3415,10.11,18.76,1,0,0,1,1,1,1,1,1,1,1,0.6633571921218636,1,3
15,0.9877,0.647118056,1,0.9877,5.53,7.83,1,0,0,0,1,1,0,1,0,1,1,0.43522100415309517,0,0
11,0.9783,0.632368421,1,0.9783,10.74,13.21,1,0,0,1,1,0,1,1,0,1,1,0.46592238293788746,1,1
68,0.9918,0.504935897,1,0.9918,15.18,31.2,1,1,1,1,1,1,1,1,0,1,1,0.7075264930015598,1,1
181,0.6249,0.65,1,0.6249,8.33,1.23,1,0,0,0,1,0,0,0,1,0,0,0.3281648089587067,1,5
6,0.9909,0.68958486,1,0.9909,9.76,6.92,1,0,1,1,1,1,1,0,1,0,1,0.3947474279007148,0,0
9,0.9719,0.676666667,1,0.9719,10.88,9.03,1,1,1,1,1,1,1,0,0,1,1,0.43594731984551804,0,0
12,0.8176,0.445833333,1,0.8176,9.73,3.45,0,0,0,0,1,0,1,1,1,0,1,0.34426994871981065,0,0
20,0.9738,0.582575758,1,0.9738,11.3,11.25,1,0,1,1,1,1,1,0,1,1,1,0.47203203566919627,0,0
29,0.9907,0.594238095,1,0.9907,9.81,9.09,1,0,0,1,1,0,1,0,1,1,1,0.42310439657503346,1,1
25,0.9836,0.495867769,1,0.9836,8.65,13.49,1,0,1,1,1,1,1,1,1,1,1,0.5164568970939147,0,0
244,0.9709,0.7,1,0.9709,7.53,5.77,1,0,1,1,1,0,0,0,1,1,1,0.4437403007408065,0,0
