,first_page_exposure,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
156592,36,0.9854,0.661327561,9.63,7.17,2,0,0,2,2,1,0,0,2,0,6,0.3818813051105185
662694,32,0.9753,0.492857143,6.57,9.24,3,0,0,1,0,0,2,0,1,1,5,0.43641831299281536
181740,28,0.9962,0.481673002,10.52,22.28,8,1,0,0,8,2,0,0,3,5,12,0.6159818467705582
83341,8,0.5426,0.631534091,7.63,8.74,1,0,1,0,2,1,1,0,0,0,6,0.44329245272108014
584301,286,0.995,0.608159722,11.44,16.47,9,0,2,7,8,1,1,7,2,3,10,0.5791570135204015
629029,86,0.9406,0.703645833,5.95,10.19,8,1,2,2,6,2,0,0,1,3,4,0.4440942335714769
573841,500,0.9261,0.581578947,8.46,7.57,2,0,0,1,4,0,0,0,1,1,4,0.576048091753107
88770,31,0.9842,0.476388105,9.15,12.08,3,1,0,5,7,5,1,2,2,0,7,0.49200183874244796
590943,686,0.9022,0.759047619,5.38,3.06,2,0,1,0,3,0,0,0,1,0,3,0.560333821204896
351889,205,0.9468,0.575416667,6.25,3.67,2,0,0,0,4,2,0,2,2,2,2,0.4482854182738489
545112,50,0.5778,0.5,5.26,2.91,2,0,0,1,3,0,0,0,2,1,2,0.3999422001858962
96244,17,0.9287,0.626,5.68,2.06,0,0,0,0,4,1,0,0,1,1,3,0.3519989555198118
691413,20,0.891,0.43270202,5.82,2.39,3,0,0,0,2,0,0,0,2,0,0,0.37798614365053707
269036,18,0.9971,0.615171958,7.29,25.9,10,1,3,4,18,2,0,0,3,8,14,0.6209799887640483
9165,34,0.8126,0.448301698,13.99,13.51,2,0,0,2,9,7,0,1,1,0,7,0.5591905064535359
584157,43,0.6597,0.290555556,6.97,5.04,3,0,0,0,1,0,0,0,2,2,4,0.4594208907742162
531283,20,0.9729,0.55446281,7.78,5.46,4,0,1,1,7,0,0,0,1,3,3,0.38906466756256913
295499,4,0.9902,0.630263158,5.34,6.11,2,0,1,1,6,2,0,1,3,3,4,0.38529042765177995
121421,19,0.9729,0.433333333,7.64,10.9,2,1,0,1,8,2,3,1,0,2,4,0.49189506894224433
482341,40,0.9357,0.613636364,6.93,7.43,3,0,0,1,9,2,0,1,2,2,3,0.42657729314918874
674123,13,0.3387,0.374829932,7.85,9.61,7,1,0,0,3,1,2,1,2,0,8,0.5131612217490147
221890,34,0.9313,0.641,10.69,7.57,2,0,0,0,4,2,0,1,0,1,2,0.4217881370164453
175171,21,0.9716,0.41,8.16,12.09,5,0,0,4,7,1,1,1,1,1,12,0.4889698730054957
287414,17,0.9571,0.744444444,13.44,3.36,1,0,1,1,2,1,0,1,3,0,1,0.3164889785649208
709773,33,0.3151,0.5,3.76,4.69,2,0,0,2,1,0,0,0,0,1,3,0.4338305361441369
655213,23,0.9184,0.40273399,8.15,17.83,5,0,0,0,11,6,0,2,1,7,22,0.6372271915068003
242931,31,0.9595,0.7305,9.06,5.02,2,0,1,2,2,1,0,0,0,0,4,0.35102797074681474
229441,20,0.9921,0.695,8.46,8.42,5,0,1,0,6,0,2,0,2,1,5,0.3886332643663722
487024,54,0.836,0.485714286,19.66,2.56,0,0,0,0,0,0,0,1,0,0,2,0.3769697232532013
145523,6,0.7351,0.8275,6.61,1.57,0,0,1,0,1,0,1,1,0,1,2,0.3100799258325459
629888,411,0.9648,0.546666667,8.01,4.16,6,0,1,1,2,0,0,0,1,1,1,0.5007361640481619
644611,38,0.9146,0.739666667,6.85,6.48,1,1,0,0,5,0,2,0,3,1,3,0.36811762740035947
568038,64,0.9612,0.498333333,7.75,11.66,3,2,0,1,4,4,0,1,0,4,3,0.5190715983846376
443493,149,0.9761,0.49,10.09,9.33,2,0,0,1,5,2,1,0,3,3,3,0.48955705619302253
189304,10,0.9831,0.652659933,7.32,6.93,1,0,1,2,5,0,0,3,0,2,3,0.3876190822991609
692011,429,0.8681,0.3546875,15.26,13.65,5,0,0,0,5,0,0,0,1,0,12,0.6673051205063858
346687,10,0.9621,0.514437229,7.7,10.89,5,0,1,2,8,0,0,0,0,0,8,0.45777188918699546
372799,4,0.891,0.7,8.47,5.39,3,0,0,0,2,3,0,0,0,2,5,0.3832957184028964
408308,55,0.9476,0.511746032,13.92,8.34,1,2,1,4,2,0,0,0,1,3,8,0.4141092010013587
391898,23,0.9861,0.527319902,9.7,13.82,6,1,1,3,5,3,0,1,4,5,10,0.4878815060999272
127765,5,0.8952,0.516481481,5.71,4.97,0,0,1,3,2,0,0,0,0,0,4,0.37865573330886204
217377,15,0.9936,0.44281994,7.07,20.7,6,1,1,4,11,2,0,2,3,2,16,0.5917230824578062
647427,36,0.9517,0.524652778,8.92,6.08,3,0,1,2,0,0,0,0,2,0,6,0.3867984979588019
550868,19,0.9169,0.581111111,8.02,3.92,1,0,0,1,6,0,0,0,2,0,4,0.3661282528195552
760293,7,0.9625,0.509099617,7.44,15.09,9,0,1,5,10,3,0,0,5,5,13,0.4953192999291156
565090,12,0.9571,0.675,5.1,2.39,1,0,1,1,4,2,0,0,1,0,1,0.34056185002031353
339350,54,0.9851,0.480526316,12.98,13.87,4,0,1,2,3,1,1,1,2,1,3,0.4945630478777547
75148,13,0.765,0.437980769,11.81,2.88,0,0,0,1,4,1,0,1,0,0,3,0.3974947315195656
280139,252,0.9493,0.830952381,7.16,3.11,0,0,0,2,5,0,1,0,1,0,1,0.3802006570441394
454001,165,0.9754,0.670915033,9.08,9.68,3,0,1,2,4,0,3,0,0,3,3,0.44983247791068853
148790,4,0.9911,0.704029304,8.03,5.98,3,0,0,1,10,2,0,0,3,1,4,0.37041582946822776
155511,32,0.9721,0.737,5.38,4.88,1,0,0,1,8,2,0,0,0,1,7,0.3774918266367309
689575,80,0.9879,0.577568922,7.56,9.34,2,0,1,1,8,1,0,1,2,2,6,0.4579103978600422
145964,11,0.9694,0.639897959,9.05,7.61,3,0,0,3,6,2,0,0,2,2,3,0.389744554447361
186946,15,0.7579,0.78,5.91,2.39,1,0,0,3,2,1,1,1,1,0,1,0.31684775142102395
67047,7,-0.5109,0.615798611,9.41,21.81,9,0,1,2,9,6,5,0,4,0,19,0.6705052256580483
28247,93,-0.9548,0.383154762,8.22,21.56,6,1,0,3,9,2,0,1,2,4,15,0.7531279829737589
128874,10,0.7906,0.515679908,8.56,30.44,11,2,3,2,6,0,3,5,0,12,21,0.6997280551253598
599622,194,0.9446,0.542820513,12.77,8.12,2,0,0,1,2,0,0,0,6,3,2,0.4507678486706186
460404,27,0.9686,0.623469388,8.04,8.98,0,0,0,4,5,0,0,2,2,2,7,0.4045057794525005
215314,83,0.9612,0.645940171,7.52,7.49,3,0,0,1,7,6,1,2,1,0,2,0.45816260030291
616199,31,0.8268,0.619444444,10.06,5.13,3,1,0,1,3,0,0,0,1,0,6,0.37923178114698713
187278,20,0.987,0.483211144,8.47,17.01,4,0,2,3,11,7,2,3,1,4,20,0.5869771106273599
679333,10,0.9781,0.590384615,8.83,7.67,2,0,1,2,8,1,0,0,1,2,3,0.4043853527901218
752512,14,0.9855,0.595,8.11,9.43,2,0,1,0,3,3,2,0,1,1,5,0.4375911219895505
727214,181,0.9885,0.642063492,8.3,13.69,10,1,3,5,6,6,3,0,0,1,4,0.5245644182553761
274935,61,0.945,0.525,5.76,4.13,2,1,0,0,4,0,1,0,0,1,5,0.40309611277906043
364139,123,0.1779,0.208024691,7.23,11.84,3,0,0,0,1,3,4,1,1,3,10,0.633522887386566
710958,319,0.9118,0.47967033,6.97,7.42,3,0,0,2,3,2,1,0,4,2,4,0.5236999176272272
103455,2,0.7003,0.53452381,8.04,2.19,1,0,0,0,1,0,0,0,0,0,4,0.36965193185872885
489306,214,0.9922,0.59764881,8.79,13.57,3,0,0,0,9,2,0,3,1,2,9,0.5765318766243677
356913,196,0.3642,0.515705128,7.69,17.3,7,0,0,1,6,5,1,0,1,2,8,0.663938396105612
261517,12,0.9855,0.67991453,5.8,5.16,2,0,0,0,5,1,0,0,2,1,2,0.3670748234162786
515406,9,0.9804,0.739833333,9.55,6.39,0,0,2,0,2,0,0,0,2,0,5,0.3518571934199865
733550,39,0.7906,0.518333333,6.42,3.11,1,0,0,3,2,0,0,0,0,1,1,0.3750090309731573
78876,141,0.9493,0.465263158,8.32,11.19,4,0,2,2,2,0,1,2,2,2,5,0.4997945002158339
168023,10,0.9755,0.554306457,6.51,17.47,8,0,0,1,9,3,1,4,1,4,9,0.5635420899136829
354833,217,-0.9694,0.358425299,8.21,59.61,16,0,0,1,9,2,18,1,5,15,31,0.9517600876448844
502871,9,0.9449,0.481766917,7.82,7.68,1,0,0,1,2,0,0,0,2,0,12,0.42117122185322037
738097,9,0.4404,0.5125,10.74,5.2,2,0,0,0,1,1,0,0,1,1,4,0.4258666920715167
325865,52,0.959,0.754761905,6.71,4.01,0,0,0,0,5,1,0,1,0,0,3,0.3655732757704621
374160,16,0.9371,0.444907407,7.28,10.19,4,1,0,1,4,2,1,0,4,1,8,0.46297062920039156
99270,24,0.7579,0.538095238,8.59,5.26,3,0,0,0,1,0,0,0,0,0,4,0.40592240231434146
421244,8,0.9922,0.608562018,9.63,11.36,4,0,2,4,10,0,0,0,3,0,6,0.4153518654529411
639023,14,0.9966,0.742356322,9.26,15.37,8,0,1,6,7,3,0,0,1,2,10,0.4534433174085145
132188,64,0.9792,0.510307153,7.63,11.27,4,0,0,2,9,1,1,0,4,3,4,0.4711745226379273
374790,83,0.99,0.568195971,11.08,12.53,3,0,1,6,3,1,2,0,2,0,5,0.44542661193399513
556266,21,0.9801,0.778911565,5.79,3.67,3,0,0,1,6,3,0,0,1,0,3,0.3473367575647607
286037,31,0.9337,0.521428571,4.85,2.82,0,0,0,0,3,0,0,0,1,0,1,0.37575306457796986
587804,20,0.9925,0.598464218,8.49,16.04,3,0,1,4,16,2,2,1,2,3,12,0.510211843966799
353963,490,0.194,0.458095238,7.37,7.82,2,0,0,0,2,0,0,1,2,2,5,0.649049095317196
53096,20,0.9485,0.496875,4.92,7.08,3,0,0,0,3,0,0,3,1,4,4,0.4355362862595742
83557,32,0.9581,0.548154202,8.21,12.31,6,0,0,1,12,2,0,1,1,2,8,0.5019445879935864
169891,87,0.7906,0.325925926,10.49,7.54,4,0,2,0,2,2,1,0,1,0,3,0.49361982888475875
99565,20,0.9613,0.499198024,8.06,12.47,4,0,2,3,9,4,1,0,0,5,8,0.502520964050309
753100,248,0.4215,0.461389961,12.19,26.94,8,1,1,4,9,3,3,0,3,4,13,0.7431338039185617
204847,10,0.9981,0.589631389,9.59,45.36,10,0,2,4,19,8,5,2,6,8,20,0.8201772598613956
429112,149,0.9698,0.491746032,10.81,11.02,6,0,1,1,5,1,0,0,1,0,8,0.5110968947742102
326587,57,0.9665,0.565555556,7.11,3.14,3,0,1,2,5,2,0,0,0,0,5,0.38173398972804307
122862,7,0.9744,0.486375661,5.54,11.38,3,2,2,1,7,1,0,1,2,3,6,0.47400400557715333
740624,26,0.9826,0.686556777,8.06,6.82,1,0,0,0,6,3,2,2,1,1,3,0.4054144624811223
209992,42,0.8689,0.350833333,7.74,7.71,2,0,0,0,1,0,0,0,2,0,8,0.46534918812193876
451878,5,0.9882,0.417191988,10.1,10.87,3,1,0,4,8,0,1,1,4,1,7,0.44359913083117686
250038,3,0.9586,0.613888889,6.47,5.8,2,0,0,0,4,1,0,1,2,2,4,0.3871908551007171
277217,21,0.9524,0.381126984,6.36,9.15,3,0,1,2,6,0,0,0,2,0,12,0.4611992415732118
499838,34,-0.4404,0.422959184,7.27,5.54,3,0,0,0,1,1,1,0,0,4,1,0.5211404864677541
481277,17,0.9501,0.491666667,6.82,8.09,4,0,1,2,5,2,0,0,1,1,10,0.43957129387227684
729060,254,0.8834,0.431481481,8.57,14.22,4,0,0,1,2,0,3,1,1,6,10,0.5973838443710313
422628,70,0.9933,0.520646951,7.94,21.77,2,0,0,8,5,4,1,1,4,4,18,0.5833722143600178
335994,20,0.9349,0.666666667,4.67,1.09,0,0,0,0,3,1,0,1,1,0,2,0.33610697518474925
130607,6,0.9475,0.556666667,12.07,3.8,0,0,0,0,3,1,0,0,1,1,2,0.36888379175987984
571118,30,0.9589,0.608,5.95,7.39,0,0,0,3,2,1,2,0,2,2,6,0.38998197317430244
488099,785,0.7579,0.583333333,5.73,0.87,0,0,1,0,0,1,0,0,2,0,1,0.6087275065196021
118407,8,0.765,0.602857143,8.31,2.61,0,0,0,1,4,0,0,0,0,0,2,0.35746747035622733
7484,1398,0.9905,0.470771861,6.75,29.09,5,0,2,9,14,2,0,3,2,6,16,0.9334932367267869
39998,115,-0.6908,0.233148148,7.64,8.51,4,1,0,0,1,0,1,0,0,3,5,0.6307145525870518
139841,48,0.9836,0.448290043,9.32,15.26,6,0,1,1,5,4,3,2,1,3,12,0.5563500287634564
731344,92,-0.3612,0.496409091,10.81,6.82,5,0,0,0,4,1,0,1,1,0,5,0.5372225114617293
574287,246,0.9958,0.638083333,7.68,21.54,8,0,1,5,10,4,3,5,2,1,18,0.6500840693758879
341028,22,0.9666,0.478146259,7.51,5.29,1,0,1,0,5,2,0,0,2,1,4,0.41449145949658195
388445,37,0.9938,0.49804819,6.85,34.74,12,1,3,3,19,5,6,0,1,3,17,0.7515542626313804
566259,21,0.93,0.648717949,5.86,6.39,2,0,1,4,6,0,1,1,0,1,2,0.3720526130206827
353068,10,0.9846,0.535714286,7.46,8.15,3,0,1,2,7,1,0,0,1,1,5,0.42044004069109736
263224,5,0.9861,0.464444444,7.32,7.57,1,0,0,1,5,1,0,2,3,0,6,0.42844930135371156
616884,45,0.982,0.5235235,7.56,5.64,1,0,1,2,8,0,0,0,3,1,4,0.3931573778718262
547853,539,0.9436,0.582080808,7.13,5.71,2,0,1,1,5,0,0,2,1,3,4,0.5746112368788374
602065,403,0.0,0.0,8.67,1.81,1,0,0,0,0,0,1,0,0,0,2,0.6461669758444021
123464,24,0.8017,0.396166667,10.0,6.36,0,0,0,1,2,3,2,0,1,1,4,0.4482255984220397
534466,8,0.836,0.652142857,3.88,1.67,0,0,0,0,4,0,0,0,0,0,3,0.3456115540779847
213144,8,0.6458,0.505952381,9.17,10.99,0,2,2,0,5,4,0,0,5,3,16,0.4964812018427729
715033,12,0.9779,0.691666667,7.84,2.44,1,0,0,0,4,1,0,1,3,0,1,0.32991360521903806
146211,8,-0.4203,0.550757576,9.91,10.65,6,0,0,1,7,0,0,0,2,3,5,0.5342641786208084
606797,65,0.9056,0.515,5.23,2.64,1,0,0,0,3,0,0,0,2,0,2,0.3837012296236084
270474,17,0.997,0.546670751,10.53,34.46,8,0,1,3,12,1,3,5,0,3,25,0.7324730987295833
619598,336,0.9231,0.458707483,7.93,15.48,8,0,0,3,4,2,1,3,1,3,14,0.6450370396280041
508590,3,0.9878,0.593376068,7.47,8.27,5,0,1,0,3,0,0,0,0,2,2,0.40966501939082595
6758,329,-0.5584,0.636111111,6.77,9.65,3,0,0,1,3,0,0,0,1,1,4,0.6271980933171669
198008,146,0.8126,0.429166667,6.78,3.95,2,0,0,2,1,2,0,0,0,1,4,0.4546651474958837
604984,81,-0.1391,0.443589744,8.28,9.86,1,0,0,0,4,0,1,0,4,1,9,0.5482757464370486
567883,274,0.9473,0.596693122,6.86,5.8,1,0,2,3,6,1,0,0,1,2,7,0.46947855339188344
299153,102,0.991,0.563520793,8.18,24.19,6,0,0,10,11,1,3,2,5,2,17,0.5828750454862354
762062,53,0.9517,0.56372549,10.46,10.37,3,0,1,0,2,1,1,0,3,1,6,0.4475495375597528
219674,55,0.9996,0.457570626,9.25,148.96,38,2,9,13,57,5,21,8,15,14,54,0.998170196574623
115986,3,0.9603,0.500649351,10.43,2.92,2,0,2,0,5,1,1,1,0,0,1,0.37102936823890137
48818,2,0.7717,0.592857143,6.35,5.14,3,0,0,0,1,2,0,1,1,2,2,0.39958098029958256
146510,15,0.9382,0.528624339,6.42,3.07,2,0,0,1,1,0,0,0,2,2,2,0.3580622346845023
738512,56,0.9478,0.533333333,7.14,14.44,2,2,0,0,7,2,1,1,1,3,11,0.5397172313105982
479853,9,0.9764,0.469809942,8.91,11.83,1,1,0,1,8,3,1,1,2,3,6,0.4955819493004669
322249,19,0.891,0.443888889,15.26,8.09,1,0,1,1,1,3,0,0,2,1,2,0.440203115297361
287997,135,0.7579,0.594230769,6.82,1.98,2,0,0,0,1,1,0,0,0,0,2,0.4032039852553166
531054,133,0.1793,0.340306122,6.67,4.51,1,0,1,0,0,0,1,0,0,0,1,0.5076896906833182
659935,105,0.2225,0.521180556,6.06,10.78,2,0,0,3,2,1,1,0,0,0,5,0.5301617407409758
271057,110,0.9493,0.431904762,5.68,3.86,4,0,0,1,3,0,0,1,2,1,2,0.4217305606457381
468519,169,0.891,0.427380952,9.71,9.23,4,0,0,3,3,0,1,0,2,1,3,0.4882794508054556
111567,6,0.7435,0.340561224,10.87,7.33,1,0,1,0,4,0,0,0,0,0,7,0.46532952735157973
525095,155,0.9812,0.61525974,9.75,12.1,4,0,1,2,8,2,0,0,0,4,5,0.5132805343981217
567801,226,0.836,0.605873016,8.57,10.12,1,0,1,1,5,0,0,0,2,1,9,0.5096271129453351
587565,76,0.8633,0.468981481,7.7,12.63,12,0,0,1,3,2,1,0,2,0,7,0.5156797265021492
712027,34,0.9118,0.429487179,6.1,5.38,1,2,0,2,3,1,0,0,0,0,3,0.42219839930286207
761068,175,0.875,0.916666667,6.61,1.53,0,0,0,0,2,0,0,0,1,0,1,0.33667393017877895
620390,218,0.9508,0.630128205,5.35,7.27,2,0,0,4,7,0,0,0,3,0,4,0.4438659407500693
56116,85,0.5574,0.435811688,8.23,5.69,5,0,0,0,3,1,0,0,0,0,5,0.4751466495416599
399725,16,0.941,0.477083333,9.79,16.26,3,0,0,0,3,1,1,1,1,0,11,0.5405856506321263
233904,3,0.9892,0.495993031,7.15,32.41,12,1,1,5,11,4,5,3,5,4,33,0.7021111985882409
118690,22,0.9457,0.519473684,10.22,10.87,3,0,0,4,5,2,1,3,0,2,3,0.461191821242982
680262,21,0.9735,0.703030303,7.36,7.99,7,0,0,0,6,0,1,0,2,0,4,0.38783981602936696
208151,18,0.9797,0.548263889,9.24,14.37,4,2,0,6,8,1,1,1,0,3,7,0.47764994693069446
290102,18,0.984,0.608063187,7.97,9.24,6,0,0,1,6,5,0,2,2,0,3,0.45114862159685754
356037,1067,-0.6249,0.545833333,6.94,5.33,1,0,1,0,1,0,0,1,0,1,6,0.8157541322990932
515175,25,-0.8807,0.585714286,8.43,6.27,3,0,0,1,2,0,0,0,1,1,10,0.5135137716432806
82199,23,0.9638,0.468333333,8.7,12.44,6,0,0,0,6,1,4,4,1,3,11,0.5052143382902322
571586,40,0.9153,0.395289683,14.9,10.62,4,0,1,3,4,2,1,1,3,1,5,0.46875201567582364
60534,3,0.8979,0.340937149,11.67,9.25,3,0,1,1,5,0,2,1,0,3,8,0.4702693819682802
562102,25,0.9552,0.841666667,7.51,3.19,2,0,1,0,3,1,0,0,1,1,3,0.3205968497742426
20612,821,0.9287,0.733333333,4.82,1.37,1,0,0,0,4,0,0,0,1,0,2,0.5947544744998781
615578,28,0.8484,0.506837607,4.35,7.98,2,0,0,0,3,1,1,0,1,1,5,0.44892791717209973
757121,15,0.7783,0.233333333,6.7,2.14,1,0,0,0,2,0,1,0,1,0,2,0.4208621005780551
142063,41,0.9719,0.52798574,9.44,9.95,4,0,1,2,9,1,0,0,0,1,9,0.46144536949127263
385241,19,0.981,0.733333333,7.72,5.58,4,0,2,0,6,1,0,0,1,0,2,0.36228690781391526
94366,7,0.9118,0.48974359,9.67,6.67,5,0,0,1,2,1,0,0,2,1,6,0.40873035467311125
580625,176,0.2484,0.637962963,8.08,4.79,4,0,0,1,2,0,1,0,0,1,2,0.46018493486909007
259702,33,0.9022,0.675,12.44,1.87,1,0,0,0,1,3,0,1,0,0,1,0.3511806802480092
422437,36,0.9695,0.540909091,8.81,8.65,3,1,0,1,2,2,0,2,2,1,5,0.44091267117362665
105668,7,0.9805,0.612337662,6.74,4.8,1,0,0,1,3,0,0,0,2,0,3,0.3588522632109224
226599,7,0.9595,0.527,4.89,4.27,1,0,0,0,6,3,0,0,0,0,3,0.40911900880297764
690651,122,0.9716,0.58832786,8.93,16.48,9,2,0,2,8,1,2,0,4,5,9,0.5344785580839313
290011,26,0.7579,0.725,8.84,6.48,1,0,0,0,2,0,0,2,2,3,5,0.3865259356833125
270544,6,0.6249,0.5,8.75,0.98,2,0,0,0,1,2,0,0,0,0,0,0.37706766795259683
147589,17,0.9517,0.752424242,6.97,4.23,2,0,1,1,6,1,0,0,1,0,4,0.3444933693167573
755767,8,0.9738,0.651282051,9.67,7.27,4,0,0,3,6,3,0,1,2,0,6,0.3905544844808881
128092,7,0.9817,0.541125,6.91,14.18,5,0,1,2,6,5,1,0,2,5,15,0.5151543809412523
763733,115,0.9826,0.492064394,12.59,14.16,3,0,1,3,4,0,2,0,3,1,6,0.499648805759664
124333,1,0.9858,0.493805428,8.99,12.69,8,1,1,1,8,0,1,0,0,1,9,0.4798028596124335
512861,84,0.2335,0.632546296,7.85,9.09,2,0,1,0,2,2,0,0,2,1,9,0.49688672952598806
219129,7,0.9795,0.54585327,9.93,16.54,3,1,0,3,5,0,0,0,0,2,5,0.5046975721645895
441674,22,0.9657,0.605194805,6.12,3.13,2,0,0,3,5,0,0,0,0,0,3,0.3479318041137975
582148,2698,-0.2047,0.311282051,7.52,9.27,7,0,0,0,3,3,3,0,0,1,2,0.9835633454018256
62773,115,0.9858,0.512674825,11.16,10.55,3,1,0,3,8,3,0,0,2,3,8,0.493932234150919
150113,28,0.9524,0.561111111,5.4,1.57,1,0,0,0,2,1,0,0,2,1,2,0.35308290346149523
691945,11,0.976,0.634307359,6.5,7.35,1,0,0,2,3,1,0,2,0,3,4,0.40133511094906316
708397,45,0.8442,0.81,10.4,2.39,1,0,1,0,1,0,0,0,0,1,2,0.3221887309114987
677859,103,0.9925,0.490906593,7.81,18.63,11,1,0,2,13,3,4,0,1,3,4,0.5951971133866745
422444,4,0.5632,0.509722222,6.81,11.91,3,0,0,3,4,0,2,0,1,0,5,0.47566748011457066
753031,25,0.9201,0.610575397,6.74,1.88,0,0,1,1,4,3,0,0,2,0,1,0.3532566413460812
417200,130,0.9791,0.424558913,9.48,31.66,4,0,0,13,12,3,2,2,1,5,20,0.7148154425622844
76542,2,-0.9694,0.54627193,7.03,20.04,5,1,1,2,7,2,2,0,2,3,12,0.6808226369082969
17805,45,0.8885,0.85,5.06,3.23,1,0,0,2,3,0,0,0,2,0,3,0.3144060270559048
241062,41,0.498,0.45787037,9.58,8.62,5,0,1,0,5,1,0,0,0,1,4,0.4932916918656772
477740,34,0.4215,0.604057971,9.23,13.68,3,0,0,0,4,3,0,1,0,0,12,0.5487033454188593
196989,4,0.9852,0.488662314,9.28,20.9,2,0,2,1,12,4,0,0,3,9,7,0.6037643900877064
632504,13,0.9118,0.528181818,6.1,7.08,3,0,0,0,4,3,0,2,0,3,6,0.4504299199263771
79215,13,0.9942,0.506854178,8.72,18.86,9,1,2,0,10,1,2,3,4,4,10,0.5584907858597883
735954,310,0.9841,0.568225108,9.69,11.93,3,0,2,2,6,4,0,2,3,1,9,0.5758425242290216
706273,154,0.0,0.608333333,7.72,5.08,2,0,0,0,1,2,0,0,0,1,2,0.49950161007324556
737383,61,0.9948,0.554871795,9.33,14.81,7,0,1,2,6,0,1,2,6,2,5,0.48245542309263356
553124,46,0.9589,0.481859788,8.75,18.73,3,2,0,0,8,1,5,0,1,2,12,0.575295565675618
236807,22,0.9524,0.485179924,9.28,8.17,2,0,0,1,2,1,0,0,1,3,7,0.4372681118784516
493138,35,-0.657,0.438271605,9.17,21.73,4,1,0,0,6,1,5,0,1,1,22,0.7120490645479867
115955,12,0.9595,0.517424242,5.28,4.79,4,0,0,0,3,1,1,1,2,4,2,0.39367089266680044
70688,10,-0.7506,0.468363177,12.16,13.85,4,0,0,6,4,1,2,0,0,4,14,0.5891677341005196
615793,167,0.9607,0.563519814,8.03,7.21,1,0,0,2,4,2,0,2,2,0,2,0.4629096735892693
450482,37,-0.763,0.505555556,7.03,22.08,10,1,0,3,6,0,7,6,1,3,13,0.6969976219155801
102892,9,0.981,0.41516354,10.01,10.9,4,0,0,0,4,1,2,0,5,1,3,0.4580345606853271
665699,20,0.9118,0.487878788,10.43,4.72,3,0,0,2,3,1,0,0,1,2,2,0.3891619135253882
568732,5,0.9906,0.494606481,10.12,15.15,6,3,1,0,8,1,3,0,3,5,7,0.5042180362643037
469733,29,0.8126,0.361111111,8.23,5.66,2,0,0,1,3,0,0,0,1,1,1,0.4355842419639622
171130,48,0.9778,0.527777778,10.55,6.96,3,0,0,3,3,0,0,0,0,0,3,0.40382333588893204
146240,4,0.8957,0.40547619,6.49,5.48,2,0,1,0,3,3,0,0,2,0,3,0.4320711320282173
706010,43,0.9282,0.583333333,8.28,3.86,1,0,0,0,2,2,1,1,2,1,3,0.3837664846408759
729400,269,0.9383,0.567685185,9.72,5.99,5,0,0,1,3,3,1,1,1,0,4,0.4921309283584704
645710,6,0.9477,0.49924812,11.64,10.5,2,0,0,2,4,3,0,0,2,0,7,0.45718742053607964
475133,275,0.9737,0.494355851,6.16,25.46,4,0,0,4,20,3,1,2,4,6,19,0.7351280343058743
331522,6,0.9373,0.53875,6.22,4.39,3,0,0,0,3,1,0,0,3,0,3,0.37771457998509833
348945,9,0.9682,0.397462722,6.94,15.59,5,0,1,2,13,0,2,0,1,2,14,0.5401851909833509
638510,8,0.9814,0.617820513,5.97,6.99,2,0,0,0,6,2,1,1,2,1,6,0.4081002108154975
743439,9,0.9859,0.488269231,7.31,10.53,1,0,0,1,8,3,0,0,3,0,9,0.4737867493005653
227040,34,0.9818,0.595,11.47,8.42,0,1,0,2,4,2,0,0,2,2,4,0.41562770720925774
458778,20,0.8834,0.65,5.2,0.9,0,0,0,0,2,0,0,0,1,0,0,0.3287996680232266
12490,1759,-0.9247,0.842857143,6.67,6.18,3,0,0,0,1,2,0,1,1,1,4,0.9160696753940868
738815,58,0.9578,0.527056277,8.68,5.58,1,0,0,1,5,1,0,1,2,0,4,0.41192671081729304
728936,15,0.8678,0.6,5.85,4.39,1,0,0,0,5,1,0,1,1,0,2,0.3881443340452099
645831,20,0.9935,0.503792929,9.54,36.77,15,0,1,5,11,9,9,1,0,1,18,0.7631986241075919
230117,3,0.9923,0.592727273,7.87,14.13,5,0,1,3,6,3,0,1,1,5,11,0.48941593140512524
127609,11,0.6303,0.630555556,4.62,9.39,3,0,1,0,2,0,2,2,1,2,1,0.4401856475928916
243782,5,-0.1531,0.588095238,8.0,3.31,0,0,0,0,1,0,0,0,1,1,3,0.42441982179122556
422626,20,0.995,0.504087641,10.74,43.16,4,2,1,13,14,5,4,2,3,4,29,0.777904578422894
205687,5,0.8805,0.495754246,7.5,9.18,2,0,0,3,5,4,0,0,2,3,4,0.45405570914401805
488604,91,0.765,0.541666667,8.0,3.66,3,1,0,0,1,1,1,0,0,0,3,0.4128798359004003
14804,59,0.9805,0.647619048,6.23,6.23,1,0,0,1,10,4,0,0,3,1,4,0.41852503149963843
551564,61,0.9186,0.377083333,7.52,5.16,1,0,0,2,3,1,0,0,2,1,4,0.4300372444749299
499126,27,0.9961,0.60076567,6.54,33.98,10,2,0,8,20,5,5,1,6,3,16,0.6948441200847415
609041,88,0.9451,0.558333333,7.18,7.57,5,0,0,0,2,2,0,0,1,1,4,0.45040196398650545
569109,76,0.9709,0.495833333,7.47,4.47,2,0,0,1,2,0,0,1,1,1,1,0.4038575836013473
250244,6,0.8515,0.504444444,7.91,6.35,4,0,1,1,3,0,0,0,1,1,4,0.40483290247045095
